
Corpus summary:
	 Training set size: 44 documents
	 Vocabulary size: 1053 terms
	 Training set size: 2119 tokens
	 Preprocessing time: 10.834702306 sec

Finished training LDA model.  Summary:
	 Training time: 6.220335755 sec
	 Training data average log likelihood: -383.68163060159674

4 topics:
TOPIC_0;.;0.12183935270715106
TOPIC_0;place;0.027845438670066818
TOPIC_0;fish;0.023890110495547564
TOPIC_0;sandwich;0.01849917565942603
TOPIC_0;range;0.018289175853648316
TOPIC_0;-;0.017424091183760582
TOPIC_0;pittsburgh;0.016078550061243722
TOPIC_0;'s;0.015444207743607902
TOPIC_0;visit;0.010411891255559535
TOPIC_0;make;0.010215590505867253
TOPIC_0;&;0.008102108862652098
TOPIC_0;good;0.007602542913059466
TOPIC_0;-rrb-;0.007524276166015161
TOPIC_0;-lrb-;0.007380022910731619
TOPIC_0;best;0.007241217680381057
TOPIC_0;service;0.0072265360416357465
TOPIC_0;wife;0.006961589154247184
TOPIC_0;love;0.006870250003251231
TOPIC_0;like;0.006723878244922587
TOPIC_0;emil;0.006632530582172089
TOPIC_0;ball;0.006315685200485225
TOPIC_0;pretty;0.006275844432526696
TOPIC_0;,;0.006184308518389172
TOPIC_0;grass;0.0060141534715339815
TOPIC_0;sell;0.005930412307668123
TOPIC_0;just;0.005860288067702355
TOPIC_0;close;0.005730457776009782
TOPIC_0;light;0.005662743968893088
TOPIC_0;great;0.005595747597103963
TOPIC_0;crispy;0.005156992859533416
TOPIC_0;look;0.0050243670254707055
TOPIC_0;cabbage;0.005001031537035621
TOPIC_0;rick;0.004800487819449952
TOPIC_0;people;0.004778198869019563
TOPIC_0;stuff;0.0046637468583095015
TOPIC_0;rankin;0.004641718839215336
TOPIC_0;fried;0.004637811652725141
TOPIC_0;tee;0.004614352694867245
TOPIC_0;pleasant;0.00449486782952776
TOPIC_0;25;0.004375649758056352
TOPIC_0;drive;0.004328261211060593
TOPIC_0;try;0.004324746113842567
TOPIC_0;hit;0.004288483804370198
TOPIC_0;need;0.0040231969107653665
TOPIC_0;sort;0.004023130321771649
TOPIC_0;owner;0.003883288652927139
TOPIC_0;town;0.0038407282449740257
TOPIC_0;friendly;0.003744053673855197
TOPIC_0;actually;0.003686440163920527
TOPIC_0;inside;0.0036705036271616124
TOPIC_0;mat;0.003664221670004447
TOPIC_0;week;0.0035833491157930713
TOPIC_0;season;0.003543546882054737
TOPIC_0;rough;0.0035261007980792636
TOPIC_0;game;0.0035176051769696087
TOPIC_0;cash;0.0034893788418596566
TOPIC_0;plan;0.0034287959902916396
TOPIC_0;golf;0.003336902582698477
TOPIC_0;wqed;0.0032860092984550978
TOPIC_0;reasonable;0.0031520703069337357
TOPIC_0;3;0.003144432653537974
TOPIC_0;ago;0.0030755066915128465
TOPIC_0;finally;0.0030437076836465236
TOPIC_0;open;0.0030230747127974146
TOPIC_0;bread;0.002948836719028381
TOPIC_0;big;0.0029406252594928557
TOPIC_0;italian;0.0029170592491687135
TOPIC_0;true;0.0028599137289811705
TOPIC_0;machine;0.0027965856492171556
TOPIC_0;menu;0.002766820937827227
TOPIC_0;...;0.002645046929777531
TOPIC_0;hour;0.0025809810892370773
TOPIC_0;thank;0.002559521739292117
TOPIC_0;drink;0.0025454873116870624
TOPIC_0;daughter;0.0025315917235888886
TOPIC_0;fillet;0.00253159167286816
TOPIC_0;high;0.002531591665071159
TOPIC_0;money;0.0024884424659521055
TOPIC_0;let;0.002488426344782415
TOPIC_0;'';0.0024575539206901386
TOPIC_0;think;0.0024018424302737554
TOPIC_0;seback;0.00236987961286728
